pitcher,season,ground,fly,line,bip,GB_percent,FB_percent,LD_percent
finlc001,1992,272,224,122,635,0.4283464566929134,0.352755905511811,0.1921259842519685
fishb001,1992,91,155,58,311,0.29260450160771706,0.4983922829581994,0.1864951768488746
flanm001,1992,58,35,37,132,0.4393939393939394,0.26515151515151514,0.2803030303030303
flemd001,1992,322,265,156,757,0.42536327608982827,0.35006605019815057,0.20607661822985468
fortt001,1992,36,61,25,122,0.29508196721311475,0.5,0.20491803278688525
fosst001,1992,42,29,19,94,0.44680851063829785,0.30851063829787234,0.20212765957446807
fosts001,1992,74,42,36,158,0.46835443037974683,0.26582278481012656,0.22784810126582278
franj001,1992,55,22,17,96,0.5729166666666666,0.22916666666666666,0.17708333333333334
freem001,1992,128,46,36,215,0.5953488372093023,0.21395348837209302,0.16744186046511628
freys001,1992,56,64,17,139,0.4028776978417266,0.460431654676259,0.1223021582733813
froht001,1992,194,85,48,338,0.5739644970414202,0.2514792899408284,0.14201183431952663
gardm002,1992,176,137,89,415,0.42409638554216866,0.3301204819277108,0.21445783132530122
gibsp001,1992,84,67,37,192,0.4375,0.3489583333333333,0.19270833333333334
glavt001,1992,356,234,191,800,0.445,0.2925,0.23875
goodd001,1992,306,180,130,634,0.48264984227129337,0.28391167192429023,0.20504731861198738
gordt001,1992,164,112,67,350,0.4685714285714286,0.32,0.19142857142857142
gossr001,1992,45,45,20,111,0.40540540540540543,0.40540540540540543,0.18018018018018017
gottj001,1992,135,54,48,248,0.5443548387096774,0.21774193548387097,0.1935483870967742
grahj001,1992,175,74,52,310,0.5645161290322581,0.23870967741935484,0.16774193548387098
granm001,1992,106,94,72,280,0.37857142857142856,0.3357142857142857,0.2571428571428571
groob001,1992,63,28,40,136,0.4632352941176471,0.20588235294117646,0.29411764705882354
grosk001,1992,296,168,123,607,0.4876441515650741,0.27677100494233936,0.2026359143327842
grosk002,1992,44,15,24,84,0.5238095238095238,0.17857142857142858,0.2857142857142857
gubim001,1992,157,103,76,344,0.4563953488372093,0.29941860465116277,0.22093023255813954
guetl001,1992,133,59,57,252,0.5277777777777778,0.23412698412698413,0.2261904761904762
gullb001,1992,277,298,180,770,0.35974025974025975,0.38701298701298703,0.23376623376623376
guthm001,1992,107,55,29,197,0.5431472081218274,0.27918781725888325,0.14720812182741116
guzmj001,1992,282,205,167,673,0.41901931649331353,0.30460624071322434,0.24814264487369986
guzmj003,1992,205,209,129,555,0.36936936936936937,0.37657657657657656,0.23243243243243245
haasd001,1992,91,74,42,210,0.43333333333333335,0.3523809523809524,0.2
habyj001,1992,116,67,54,243,0.4773662551440329,0.2757201646090535,0.2222222222222222
hamma001,1991,12,2,6,23,0.5217391304347826,0.08695652173913043,0.2608695652173913
hanec001,1992,101,98,42,244,0.4139344262295082,0.4016393442622951,0.1721311475409836
hanse001,1992,338,142,123,619,0.5460420032310178,0.2294022617124394,0.1987075928917609
harnp001,1992,216,240,141,607,0.35584843492586493,0.3953871499176277,0.23228995057660626
harrg001,1992,137,97,69,316,0.43354430379746833,0.3069620253164557,0.21835443037974683
harrg003,1992,47,23,13,86,0.5465116279069767,0.26744186046511625,0.1511627906976744
hartm002,1992,59,58,34,160,0.36875,0.3625,0.2125
harvb001,1992,34,24,13,73,0.4657534246575342,0.3287671232876712,0.1780821917808219
hathh001,1992,11,9,3,24,0.4583333333333333,0.375,0.125
heatn001,1992,52,41,34,129,0.40310077519379844,0.3178294573643411,0.26356589147286824
henkt001,1992,60,84,34,181,0.3314917127071823,0.46408839779005523,0.1878453038674033
hennm001,1992,121,62,48,237,0.510548523206751,0.2616033755274262,0.20253164556962025
henrd001,1992,75,104,42,231,0.3246753246753247,0.45021645021645024,0.18181818181818182
henrd002,1992,72,65,56,195,0.36923076923076925,0.3333333333333333,0.28717948717948716
hentp001,1992,50,67,31,151,0.33112582781456956,0.44370860927152317,0.2052980132450331
hereg001,1992,80,30,28,140,0.5714285714285714,0.21428571428571427,0.2
hernr001,1992,66,72,44,182,0.3626373626373626,0.3956043956043956,0.24175824175824176
hernx001,1992,144,101,57,308,0.4675324675324675,0.32792207792207795,0.18506493506493507
herso001,1992,366,180,119,688,0.5319767441860465,0.2616279069767442,0.17296511627906977
heskj001,1992,225,133,108,480,0.46875,0.27708333333333335,0.225
hibbg001,1992,329,119,132,605,0.543801652892562,0.19669421487603306,0.21818181818181817
hickb001,1992,96,98,47,248,0.3870967741935484,0.3951612903225806,0.18951612903225806
hillk001,1992,331,181,130,667,0.4962518740629685,0.27136431784107945,0.19490254872563717
hillm002,1992,33,20,8,63,0.5238095238095238,0.31746031746031744,0.12698412698412698
hills001,1992,127,94,61,286,0.44405594405594406,0.32867132867132864,0.21328671328671328
holmd001,1992,56,41,23,128,0.4375,0.3203125,0.1796875
honer001,1992,57,34,30,127,0.44881889763779526,0.2677165354330709,0.23622047244094488
horsv001,1992,63,47,24,138,0.45652173913043476,0.34057971014492755,0.17391304347826086
hougc001,1992,236,208,129,583,0.40480274442538594,0.3567753001715266,0.22126929674099485
howej001,1992,61,49,30,146,0.4178082191780822,0.3356164383561644,0.2054794520547945
howes001,1992,36,20,6,63,0.5714285714285714,0.31746031746031744,0.09523809523809523
hoy-p001,1992,6,3,6,15,0.4,0.2,0.4
hursb001,1992,314,190,164,698,0.4498567335243553,0.2722063037249284,0.2349570200573066
innij001,1992,176,59,41,287,0.6132404181184669,0.20557491289198607,0.14285714285714285
irvid001,1992,57,22,20,101,0.5643564356435643,0.21782178217821782,0.19801980198019803
jackd001,1992,347,188,149,708,0.4901129943502825,0.2655367231638418,0.21045197740112995
jackm001,1992,97,79,38,222,0.4369369369369369,0.35585585585585583,0.17117117117117117
johnj004,1992,92,62,42,202,0.45544554455445546,0.3069306930693069,0.2079207920792079
johnr005,1992,192,202,104,507,0.378698224852071,0.398422090729783,0.20512820512820512
joneb002,1992,127,67,49,249,0.5100401606425703,0.26907630522088355,0.19678714859437751
jonec003,1992,63,66,37,169,0.3727810650887574,0.3905325443786982,0.21893491124260356
joned001,1992,165,77,71,325,0.5076923076923077,0.23692307692307693,0.21846153846153846
jonej002,1992,229,115,96,453,0.5055187637969095,0.25386313465783666,0.2119205298013245
kamis001,1992,277,199,144,624,0.4439102564102564,0.3189102564102564,0.23076923076923078
key-j001,1992,318,252,141,732,0.4344262295081967,0.3442622950819672,0.19262295081967212
kielj001,1992,86,59,30,183,0.46994535519125685,0.3224043715846995,0.16393442622950818
kiled001,1992,151,142,89,389,0.38817480719794345,0.36503856041131105,0.22879177377892032
kinge001,1992,124,80,53,262,0.4732824427480916,0.3053435114503817,0.20229007633587787
kippb001,1992,35,50,33,121,0.2892561983471074,0.4132231404958678,0.2727272727272727
knudk001,1992,50,99,57,211,0.23696682464454977,0.46919431279620855,0.27014218009478674
krueb001,1992,221,227,134,591,0.3739424703891709,0.3840947546531303,0.22673434856175972
lampd001,1992,50,27,16,96,0.5208333333333334,0.28125,0.16666666666666666
lancl001,1992,122,111,69,304,0.40131578947368424,0.3651315789473684,0.22697368421052633
landb001,1992,37,18,18,74,0.5,0.24324324324324326,0.24324324324324326
langm001,1992,315,200,153,677,0.465288035450517,0.29542097488921715,0.2259970457902511
lapod001,1991,6,7,8,22,0.2727272727272727,0.3181818181818182,0.36363636363636365
leact001,1992,112,74,52,244,0.45901639344262296,0.30327868852459017,0.21311475409836064
leart001,1992,229,150,81,470,0.48723404255319147,0.3191489361702128,0.1723404255319149
leffc001,1992,274,199,159,656,0.4176829268292683,0.30335365853658536,0.2423780487804878
leibc001,1992,268,190,182,662,0.40483383685800606,0.28700906344410876,0.27492447129909364
leitm001,1992,126,120,93,345,0.3652173913043478,0.34782608695652173,0.26956521739130435
leond002,1992,27,16,7,51,0.5294117647058824,0.3137254901960784,0.13725490196078433
lewir001,1992,10,9,8,28,0.35714285714285715,0.32142857142857145,0.2857142857142857
lewis001,1992,51,52,16,123,0.4146341463414634,0.42276422764227645,0.13008130081300814
lilld001,1991,27,18,9,56,0.48214285714285715,0.32142857142857145,0.16071428571428573
lilld001,1992,43,89,28,166,0.25903614457831325,0.536144578313253,0.1686746987951807
lintd001,1992,29,27,20,78,0.3717948717948718,0.34615384615384615,0.2564102564102564
littg001,1991,1,3,0,4,0.25,0.75,0.0
longb002,1991,4,2,2,8,0.5,0.25,0.25
macdr001,1992,47,62,46,157,0.29936305732484075,0.39490445859872614,0.2929936305732484
maddg002,1992,449,165,129,775,0.5793548387096774,0.2129032258064516,0.1664516129032258
maddm002,1992,133,56,47,244,0.5450819672131147,0.22950819672131148,0.19262295081967212
magnm001,1992,134,114,66,330,0.40606060606060607,0.34545454545454546,0.2
mahop001,1992,71,86,58,216,0.3287037037037037,0.39814814814814814,0.26851851851851855
martd001,1992,343,185,127,674,0.5089020771513353,0.2744807121661721,0.1884272997032641
martr002,1992,203,167,88,476,0.4264705882352941,0.35084033613445376,0.18487394957983194
masor001,1992,103,116,47,278,0.37050359712230213,0.4172661870503597,0.16906474820143885
matht001,1992,43,55,37,137,0.31386861313868614,0.40145985401459855,0.27007299270072993
maust001,1991,16,14,10,41,0.3902439024390244,0.34146341463414637,0.24390243902439024
mccak001,1992,320,201,152,690,0.463768115942029,0.29130434782608694,0.22028985507246376
mcclb001,1992,58,80,33,174,0.3333333333333333,0.45977011494252873,0.1896551724137931
mcdob001,1992,289,244,139,685,0.4218978102189781,0.3562043795620438,0.2029197080291971
mcdoj001,1992,294,278,207,801,0.36704119850187267,0.3470661672908864,0.25842696629213485
mcdor001,1992,178,50,55,297,0.5993265993265994,0.16835016835016836,0.18518518518518517
mcelc001,1992,81,91,52,230,0.3521739130434783,0.39565217391304347,0.22608695652173913
meacr001,1992,156,108,50,321,0.48598130841121495,0.3364485981308411,0.1557632398753894
melej001,1992,84,96,61,249,0.3373493975903614,0.3855421686746988,0.24497991967871485
merck001,1992,83,74,45,207,0.40096618357487923,0.357487922705314,0.21739130434782608
mesaj001,1992,205,214,120,550,0.37272727272727274,0.3890909090909091,0.21818181818181817
milab001,1992,170,143,89,411,0.41362530413625304,0.34793187347931875,0.21654501216545013
milla001,1992,132,112,58,308,0.42857142857142855,0.36363636363636365,0.18831168831168832
millp001,1992,16,16,7,40,0.4,0.4,0.175
montj002,1992,105,79,43,233,0.45064377682403434,0.33905579399141633,0.18454935622317598
montr002,1992,108,120,51,284,0.38028169014084506,0.4225352112676056,0.1795774647887324
moorm001,1992,366,227,159,763,0.4796854521625164,0.29750982961992134,0.20838794233289645
morrj001,1992,377,257,166,829,0.45476477683956573,0.3100120627261761,0.20024125452352232
munom001,1992,91,33,31,159,0.5723270440251572,0.20754716981132076,0.1949685534591195
murpr001,1992,86,50,36,177,0.4858757062146893,0.2824858757062147,0.2033898305084746
mussm001,1992,271,300,168,764,0.35471204188481675,0.39267015706806285,0.2198952879581152
myerr001,1992,85,74,73,240,0.3541666666666667,0.30833333333333335,0.30416666666666664
nabhc001,1992,307,153,119,592,0.518581081081081,0.25844594594594594,0.20101351351351351
nagyc001,1992,436,169,163,781,0.558258642765685,0.21638924455825864,0.2087067861715749
navaj001,1992,362,265,173,820,0.44146341463414634,0.3231707317073171,0.21097560975609755
neagd001,1992,95,95,59,258,0.3682170542635659,0.3682170542635659,0.22868217054263565
nelsg001,1992,69,65,47,184,0.375,0.3532608695652174,0.2554347826086957
nelsj001,1992,110,85,43,249,0.44176706827309237,0.3413654618473896,0.17269076305220885
nichr002,1992,144,128,78,354,0.4067796610169492,0.3615819209039548,0.22033898305084745
niedd001,1992,21,23,13,59,0.3559322033898305,0.3898305084745763,0.22033898305084745
nielj001,1992,27,24,6,59,0.4576271186440678,0.4067796610169492,0.1016949152542373
nunee001,1992,50,81,51,184,0.2717391304347826,0.44021739130434784,0.27717391304347827
ojedb001,1992,228,167,124,547,0.41681901279707495,0.3053016453382084,0.226691042047532
olins001,1992,143,67,53,273,0.5238095238095238,0.2454212454212454,0.19413919413919414
olivf001,1992,50,59,25,140,0.35714285714285715,0.42142857142857143,0.17857142857142858
olivo001,1992,314,170,108,607,0.5172981878088962,0.2800658978583196,0.17792421746293247
olsog001,1992,84,41,31,159,0.5283018867924528,0.2578616352201258,0.1949685534591195
orosj001,1992,43,37,19,99,0.43434343434343436,0.37373737373737376,0.1919191919191919
osbod001,1992,257,202,121,596,0.4312080536912752,0.3389261744966443,0.20302013422818793
osuna001,1992,49,93,38,186,0.26344086021505375,0.5,0.20430107526881722
ottod001,1992,148,74,59,290,0.5103448275862069,0.25517241379310346,0.20344827586206896
palav001,1992,61,69,33,171,0.3567251461988304,0.40350877192982454,0.19298245614035087
palld001,1992,117,74,63,258,0.45348837209302323,0.2868217054263566,0.2441860465116279
parrj001,1992,90,129,67,292,0.3082191780821918,0.4417808219178082,0.22945205479452055
pattb001,1992,67,91,35,202,0.3316831683168317,0.4504950495049505,0.17326732673267325
pattk001,1992,52,46,28,133,0.39097744360902253,0.3458646616541353,0.21052631578947367
pavlr001,1992,70,71,45,190,0.3684210526315789,0.3736842105263158,0.23684210526315788
penaa001,1992,46,51,19,119,0.3865546218487395,0.42857142857142855,0.15966386554621848
penaj001,1992,46,63,29,147,0.3129251700680272,0.42857142857142855,0.19727891156462585
perem001,1992,299,232,131,681,0.4390602055800294,0.3406754772393539,0.19236417033773862
perem002,1992,129,104,52,294,0.4387755102040816,0.35374149659863946,0.17687074829931973
petkm001,1991,16,15,8,39,0.41025641025641024,0.38461538461538464,0.20512820512820512
pichh001,1992,241,147,93,495,0.4868686868686869,0.296969696969697,0.18787878787878787
plesd001,1992,84,96,44,233,0.3605150214592275,0.41201716738197425,0.1888412017167382
plune001,1992,81,77,49,216,0.375,0.35648148148148145,0.22685185185185186
poolj001,1992,6,3,1,10,0.6,0.3,0.1
portm001,1992,147,96,44,294,0.5,0.32653061224489793,0.14965986394557823
powed001,1992,77,55,33,171,0.4502923976608187,0.3216374269005848,0.19298245614035087
powet001,1992,127,105,68,312,0.40705128205128205,0.33653846153846156,0.21794871794871795
quanp001,1992,74,49,44,172,0.43023255813953487,0.28488372093023256,0.2558139534883721
raczm001,1992,10,10,6,26,0.38461538461538464,0.38461538461538464,0.23076923076923078
radis001,1992,70,56,44,174,0.40229885057471265,0.3218390804597701,0.25287356321839083
rasmd001,1992,57,54,23,135,0.4222222222222222,0.4,0.17037037037037037
rearj001,1992,56,88,51,199,0.2814070351758794,0.44221105527638194,0.2562814070351759
reedr002,1992,144,106,77,335,0.4298507462686567,0.3164179104477612,0.2298507462686567
reeds001,1992,31,8,7,46,0.6739130434782609,0.17391304347826086,0.15217391304347827
revet001,1992,2,2,2,6,0.3333333333333333,0.3333333333333333,0.3333333333333333
reyna001,1992,8,11,5,25,0.32,0.44,0.2
reyns001,1992,43,25,27,104,0.41346153846153844,0.2403846153846154,0.25961538461538464
rhoda001,1992,107,102,57,271,0.3948339483394834,0.3763837638376384,0.21033210332103322
righd001,1992,106,92,46,253,0.4189723320158103,0.36363636363636365,0.18181818181818182
rijoj001,1992,311,143,134,603,0.5157545605306799,0.23714759535655058,0.2222222222222222
ritcw001,1992,57,46,26,135,0.4222222222222222,0.34074074074074073,0.1925925925925926
ritzk001,1992,120,65,72,260,0.46153846153846156,0.25,0.27692307692307694
riveb001,1992,160,119,66,352,0.45454545454545453,0.3380681818181818,0.1875
robid001,1992,70,85,46,211,0.33175355450236965,0.4028436018957346,0.21800947867298578
robij001,1992,113,68,56,242,0.4669421487603306,0.2809917355371901,0.23140495867768596
robij002,1992,108,113,50,278,0.38848920863309355,0.4064748201438849,0.17985611510791366
robir001,1991,9,7,1,17,0.5294117647058824,0.4117647058823529,0.058823529411764705
robir001,1992,51,50,39,140,0.36428571428571427,0.35714285714285715,0.2785714285714286
rodrr004,1992,124,75,68,272,0.45588235294117646,0.2757352941176471,0.25
rogek001,1992,84,92,49,234,0.358974358974359,0.39316239316239315,0.2094017094017094
rojam001,1992,133,103,46,291,0.4570446735395189,0.3539518900343643,0.15807560137457044
ruffb001,1992,84,60,31,179,0.4692737430167598,0.33519553072625696,0.17318435754189945
rusks001,1992,63,55,39,164,0.38414634146341464,0.3353658536585366,0.23780487804878048
russj001,1992,79,80,45,207,0.38164251207729466,0.3864734299516908,0.21739130434782608
ryank001,1992,13,3,0,18,0.7222222222222222,0.16666666666666666,0.0
ryann001,1992,145,186,88,427,0.3395784543325527,0.43559718969555034,0.20608899297423888
sampb002,1992,131,72,59,271,0.4833948339483395,0.2656826568265683,0.2177121771217712
sands001,1992,237,255,142,651,0.3640552995391705,0.391705069124424,0.21812596006144394
scanb001,1992,150,65,61,283,0.5300353356890459,0.22968197879858657,0.21554770318021202
scher001,1992,18,14,8,40,0.45,0.35,0.2
schic002,1992,282,243,134,676,0.4171597633136095,0.3594674556213018,0.19822485207100593
schom001,1992,68,55,36,167,0.40718562874251496,0.32934131736526945,0.2155688622754491
scott002,1992,59,31,23,117,0.5042735042735043,0.26495726495726496,0.19658119658119658
scuds001,1992,159,115,93,376,0.4228723404255319,0.3058510638297872,0.2473404255319149
sears001,1992,17,9,9,37,0.4594594594594595,0.24324324324324326,0.24324324324324326
semif001,1992,154,77,81,319,0.4827586206896552,0.2413793103448276,0.25391849529780564
shepk001,1992,27,24,19,74,0.36486486486486486,0.32432432432432434,0.25675675675675674
shifs001,1992,100,38,26,171,0.5847953216374269,0.2222222222222222,0.15204678362573099
sloch001,1992,55,24,40,122,0.45081967213114754,0.19672131147540983,0.32786885245901637
slusj001,1992,103,86,60,252,0.4087301587301587,0.3412698412698413,0.23809523809523808
smilj001,1992,290,269,145,719,0.40333796940194716,0.3741307371349096,0.20166898470097358
smitd001,1992,23,19,11,54,0.42592592592592593,0.35185185185185186,0.2037037037037037
smitd005,1992,25,16,10,53,0.4716981132075472,0.3018867924528302,0.18867924528301888
smitl001,1992,77,93,46,220,0.35,0.42272727272727273,0.20909090909090908
smitp001,1992,100,96,69,270,0.37037037037037035,0.35555555555555557,0.25555555555555554
smitz001,1992,279,119,70,482,0.578838174273859,0.24688796680497926,0.14522821576763487
smolj001,1992,329,272,177,797,0.4127979924717691,0.34127979924717694,0.22208281053952322
sprir001,1992,18,25,9,52,0.34615384615384615,0.4807692307692308,0.17307692307692307
stanm003,1992,81,80,54,219,0.3698630136986301,0.365296803652968,0.2465753424657534
stclr001,1992,30,11,11,52,0.5769230769230769,0.21153846153846154,0.21153846153846154
stewd001,1992,215,286,135,645,0.3333333333333333,0.4434108527131783,0.20930232558139536
stied001,1992,142,103,60,314,0.45222929936305734,0.32802547770700635,0.1910828025477707
stott001,1992,252,201,123,587,0.4293015332197615,0.3424190800681431,0.20954003407155025
sutcr001,1992,308,325,158,808,0.3811881188118812,0.40222772277227725,0.19554455445544555
swanr001,1992,205,78,63,356,0.5758426966292135,0.21910112359550563,0.17696629213483145
swifb001,1992,314,115,88,526,0.596958174904943,0.21863117870722434,0.16730038022813687
swing001,1992,254,275,130,672,0.37797619047619047,0.40922619047619047,0.19345238095238096
tanaf001,1992,246,219,128,608,0.40460526315789475,0.36019736842105265,0.21052631578947367
tapak001,1992,309,223,156,703,0.4395448079658606,0.31721194879089615,0.22190611664295876
tayls001,1992,19,19,4,42,0.4523809523809524,0.4523809523809524,0.09523809523809523
terrw001,1992,230,126,121,485,0.4742268041237113,0.2597938144329897,0.24948453608247423
tewkb001,1992,398,214,163,794,0.5012594458438288,0.2695214105793451,0.2052896725440806
thigb001,1992,59,62,42,168,0.35119047619047616,0.36904761904761907,0.25
timlm001,1992,75,28,39,145,0.5172413793103449,0.19310344827586207,0.2689655172413793
tomlr001,1992,358,194,159,730,0.4904109589041096,0.26575342465753427,0.21780821917808219
tromm001,1992,60,43,29,133,0.45112781954887216,0.3233082706766917,0.21804511278195488
valej001,1991,3,0,1,4,0.75,0.0,0.25
valej001,1992,245,220,117,598,0.4096989966555184,0.36789297658862874,0.1956521739130435
vanpt001,1991,2,5,4,12,0.16666666666666666,0.4166666666666667,0.3333333333333333
violf001,1992,391,194,173,769,0.5084525357607282,0.25227568270481143,0.22496749024707413
wagnp001,1992,19,17,6,42,0.4523809523809524,0.40476190476190477,0.14285714285714285
walkb001,1992,249,122,97,482,0.516597510373444,0.25311203319502074,0.2012448132780083
waltb001,1992,11,12,15,38,0.2894736842105263,0.3157894736842105,0.39473684210526316
wardd001,1992,135,88,55,287,0.47038327526132406,0.30662020905923343,0.1916376306620209
wayng001,1992,54,60,34,157,0.34394904458598724,0.3821656050955414,0.21656050955414013
wegmb001,1992,427,238,178,860,0.4965116279069767,0.27674418604651163,0.2069767441860465
welcb001,1992,164,168,84,427,0.3840749414519906,0.39344262295081966,0.19672131147540983
welld001,1992,155,161,94,417,0.37170263788968827,0.38609112709832133,0.22541966426858512
wettj001,1992,80,80,36,202,0.39603960396039606,0.39603960396039606,0.1782178217821782
whitw001,1992,155,81,64,310,0.5,0.26129032258064516,0.2064516129032258
wickb001,1992,98,35,31,168,0.5833333333333334,0.20833333333333334,0.18452380952380953
wickk001,1992,43,41,28,115,0.3739130434782609,0.3565217391304348,0.24347826086956523
willb001,1992,132,101,64,307,0.42996742671009774,0.3289902280130293,0.20846905537459284
willc001,1992,130,65,55,254,0.5118110236220472,0.2559055118110236,0.21653543307086615
willm002,1992,68,94,47,220,0.3090909090909091,0.42727272727272725,0.21363636363636362
willm004,1992,19,18,15,53,0.3584905660377358,0.33962264150943394,0.2830188679245283
wilss001,1992,86,71,47,211,0.4075829383886256,0.33649289099526064,0.22274881516587677
wilst002,1992,215,160,94,485,0.44329896907216493,0.32989690721649484,0.19381443298969073
wittb001,1992,285,191,106,595,0.4789915966386555,0.32100840336134456,0.1781512605042017
wohlm001,1992,55,30,25,119,0.46218487394957986,0.25210084033613445,0.21008403361344538
worrt001,1992,56,69,33,162,0.345679012345679,0.42592592592592593,0.2037037037037037
youna001,1992,210,113,76,413,0.5084745762711864,0.2736077481840194,0.18401937046004843
younc001,1992,101,88,58,254,0.39763779527559057,0.3464566929133858,0.2283464566929134
younm001,1992,120,40,48,212,0.5660377358490566,0.18867924528301888,0.22641509433962265
ashba002,1992,57,31,26,119,0.4789915966386555,0.2605042016806723,0.2184873949579832
ayalb002,1992,53,18,15,89,0.5955056179775281,0.20224719101123595,0.16853932584269662
ayrab001,1992,45,50,32,133,0.3383458646616541,0.37593984962406013,0.24060150375939848
ballj001,1992,13,7,6,27,0.48148148148148145,0.25925925925925924,0.2222222222222222
batim001,1992,5,0,3,8,0.625,0.0,0.375
belle001,1992,19,15,17,54,0.35185185185185186,0.2777777777777778,0.3148148148148148
birkm001,1992,14,3,7,27,0.5185185185185185,0.1111111111111111,0.25925925925925924
brisj001,1992,11,8,6,27,0.4074074074074074,0.2962962962962963,0.2222222222222222
browk002,1992,10,8,7,25,0.4,0.32,0.28
cartl001,1992,31,46,23,102,0.30392156862745096,0.45098039215686275,0.22549019607843138
colev002,1992,38,28,9,77,0.4935064935064935,0.36363636363636365,0.11688311688311688
combp001,1992,34,15,13,65,0.5230769230769231,0.23076923076923078,0.2
cooks001,1992,29,26,19,75,0.38666666666666666,0.3466666666666667,0.25333333333333335
cox-d001,1992,85,64,45,203,0.4187192118226601,0.31527093596059114,0.22167487684729065
delej001,1992,123,160,74,370,0.3324324324324324,0.43243243243243246,0.2
dewem001,1992,59,26,21,107,0.5514018691588785,0.24299065420560748,0.19626168224299065
dipif001,1992,13,13,7,34,0.38235294117647056,0.38235294117647056,0.20588235294117646
dunnm001,1992,22,13,6,41,0.5365853658536586,0.3170731707317073,0.14634146341463414
eilad001,1992,67,16,19,104,0.6442307692307693,0.15384615384615385,0.18269230769230768
filet001,1992,34,25,11,71,0.4788732394366197,0.352112676056338,0.15492957746478872
fires001,1992,15,2,10,27,0.5555555555555556,0.07407407407407407,0.37037037037037035
gardm001,1992,205,218,120,562,0.36476868327402134,0.3879003558718861,0.21352313167259787
gleaj001,1992,52,32,12,101,0.5148514851485149,0.31683168316831684,0.1188118811881188
gozzm001,1992,2,1,5,9,0.2222222222222222,0.1111111111111111,0.5555555555555556
greet001,1992,90,82,42,220,0.4090909090909091,0.37272727272727274,0.19090909090909092
gunde001,1992,8,19,9,36,0.2222222222222222,0.5277777777777778,0.25
guzmj002,1992,10,3,4,17,0.5882352941176471,0.17647058823529413,0.23529411764705882
hammc001,1992,248,130,87,477,0.519916142557652,0.27253668763102723,0.18238993710691823
harkm001,1992,52,42,21,118,0.4406779661016949,0.3559322033898305,0.17796610169491525
harrg002,1992,165,118,82,380,0.4342105263157895,0.3105263157894737,0.21578947368421053
hartj001,1992,16,11,6,34,0.47058823529411764,0.3235294117647059,0.17647058823529413
henrb001,1992,241,176,118,556,0.43345323741007197,0.31654676258992803,0.21223021582733814
hernj002,1992,57,29,21,116,0.49137931034482757,0.25,0.1810344827586207
hille001,1992,105,43,38,190,0.5526315789473685,0.22631578947368422,0.2
hitcs001,1992,18,21,13,53,0.33962264150943394,0.39622641509433965,0.24528301886792453
hollj001,1992,9,7,5,21,0.42857142857142855,0.3333333333333333,0.23809523809523808
hursj001,1992,22,25,10,59,0.3728813559322034,0.423728813559322,0.1694915254237288
jeffm001,1992,25,33,15,76,0.32894736842105265,0.4342105263157895,0.19736842105263158
johnj005,1992,4,4,1,9,0.4444444444444444,0.4444444444444444,0.1111111111111111
kramr001,1992,35,17,15,68,0.5147058823529411,0.25,0.22058823529411764
magrj001,1992,49,31,21,104,0.47115384615384615,0.2980769230769231,0.20192307692307693
mallr001,1992,32,25,13,74,0.43243243243243246,0.33783783783783783,0.17567567567567569
manub001,1992,2,6,3,12,0.16666666666666666,0.5,0.25
martp001,1992,9,8,4,22,0.4090909090909091,0.36363636363636365,0.18181818181818182
mathg001,1992,74,56,36,169,0.4378698224852071,0.33136094674556216,0.21301775147928995
maysm001,1992,2,3,4,9,0.2222222222222222,0.3333333333333333,0.4444444444444444
mccul001,1992,5,7,0,12,0.4166666666666667,0.5833333333333334,0.0
menet001,1992,2,6,1,9,0.2222222222222222,0.6666666666666666,0.1111111111111111
milis001,1992,56,82,35,173,0.3236994219653179,0.47398843930635837,0.2023121387283237
minob001,1992,4,2,2,9,0.4444444444444444,0.2222222222222222,0.2222222222222222
mlicd001,1992,20,24,20,66,0.30303030303030304,0.36363636363636365,0.30303030303030304
moeld001,1992,25,22,17,67,0.373134328358209,0.3283582089552239,0.2537313432835821
morgm001,1992,400,153,173,746,0.5361930294906166,0.20509383378016086,0.23190348525469168
mulht001,1992,342,236,157,749,0.45660881174899864,0.315086782376502,0.2096128170894526
mutij001,1992,18,15,13,46,0.391304347826087,0.32608695652173914,0.2826086956521739
parkc001,1992,44,43,28,115,0.3826086956521739,0.3739130434782609,0.24347826086956523
pecob001,1992,2,0,1,3,0.6666666666666666,0.0,0.3333333333333333
piere001,1992,6,6,6,18,0.3333333333333333,0.3333333333333333,0.3333333333333333
pught001,1992,67,50,31,153,0.43790849673202614,0.32679738562091504,0.20261437908496732
rappp001,1992,17,8,6,33,0.5151515151515151,0.24242424242424243,0.18181818181818182
rislb001,1992,3,7,5,16,0.1875,0.4375,0.3125
rogek002,1992,39,42,19,104,0.375,0.40384615384615385,0.18269230769230768
rosew001,1992,9,5,5,20,0.45,0.25,0.25
sabeb001,1992,115,92,61,279,0.4121863799283154,0.32974910394265233,0.21863799283154123
sauvr001,1992,26,6,15,47,0.5531914893617021,0.1276595744680851,0.3191489361702128
schmd001,1992,6,3,5,14,0.42857142857142855,0.21428571428571427,0.35714285714285715
schop001,1992,187,167,99,463,0.4038876889848812,0.36069114470842334,0.21382289416846653
servs001,1992,13,3,8,24,0.5416666666666666,0.125,0.3333333333333333
shawj001,1992,7,10,4,24,0.2916666666666667,0.4166666666666667,0.16666666666666666
simod001,1992,8,6,8,23,0.34782608695652173,0.2608695652173913,0.34782608695652173
